ISSN	Título	Estrato	Classificação
0091-4037	INTERNATIONAL JOURNAL OF POLYMERIC MATERIALS (PRINT)	A2	Atualizado
1314-3395	INTERNATIONAL JOURNAL OF PURE AND APPLIED MATHEMATICS	B1	Atualizado
2379-7487	INTERNATIONAL JOURNAL OF QUANTITATIVE STRUCTURE-PROPERTY RELATIONSHIPS	B4	Atualizado
0020-7608	INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY	A4	Atualizado
0219-7499	INTERNATIONAL JOURNAL OF QUANTUM INFORMATION	B1	Atualizado
0955-3002	INTERNATIONAL JOURNAL OF RADIATION BIOLOGY (PRINT)	A1	Atualizado
0976-3031	INTERNATIONAL JOURNAL OF RECENT SCIENTIFIC RESEARCH	C	Atualizado
0263-4368	INTERNATIONAL JOURNAL OF REFRACTORY METALS AND HARD MATERIALS	A2	Atualizado
2350-0530	INTERNATIONAL JOURNAL OF RESEARCH - GRANTHAALAYAH	C	Atualizado
2394-3629	INTERNATIONAL JOURNAL OF RESEARCH - GRANTHAALAYAH (IMPRESSO)	C	Atualizado
2320-9364	INTERNATIONAL JOURNAL OF RESEARCH IN ENGINEERING AND SCIENCE	C	Atualizado
2349-5197	INTERNATIONAL JOURNAL OF RESEARCH SCIENCE AND MANAGEMENT	C	Atualizado
1749-785X	INTERNATIONAL JOURNAL OF SURFACE SCIENCE AND ENGINEERING (PRINT)	A4	Atualizado
0219-0249	INTERNATIONAL JOURNAL OF THEORETICAL AND APPLIED FINANCE	A4	Atualizado
2367-8992	INTERNATIONAL JOURNAL OF THEORETICAL AND APPLIED MECHANICS	B4	Atualizado
0020-7748	INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS	A2	Atualizado
1290-0729	INTERNATIONAL JOURNAL OF THERMAL SCIENCES	A1	Atualizado
0195-928X	INTERNATIONAL JOURNAL OF THERMOPHYSICS	B2	Atualizado
1970-8734	INTERNATIONAL REVIEW OF MECHANICAL ENGINEERING (TESTO STAMPATO)	B1	Atualizado
2052-2525	INTERNATIONAL UNION OF CRYSTALLOGRAPHY JOURNAL	A1	Atualizado
1809-7286	INTERSABERES (FACINTER)	A3	Atualizado
0213-7771	INVESTIGACIÓN EN LA ESCUELA	A3	Atualizado
1518-8795	INVESTIGAÇÕES EM ENSINO DE CIÊNCIAS (ONLINE)	A1	Atualizado
0167-6997	INVESTIGATIONAL NEW DRUGS	A2	Atualizado
0146-0404	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	A1	Atualizado
0947-7047	IONICS (KIEL)	A2	Atualizado
1757-899X	IOP CONFERENCE SERIES: MATERIALS SCIENCE AND ENGINEERING (ONLINE)	B2	Atualizado
1757-8981	IOP CONFERENCE SERIES: MATERIALS SCIENCE AND ENGINEERING (PRINT)	B2	Atualizado
0250-8338	IPH INFORMATION	C	Atualizado
1735-7497	IRANIAN ENDODONTIC JOURNAL	A2	Atualizado
1028-6276	IRANIAN JOURNAL OF SCIENCE AND TECHNOLOGY, TRANSACTIONS A: SCIENCE	B2	Atualizado
1808-8546	IRRIGA	B2	Atualizado
2589-0042	ISCIENCE	A2	Atualizado
0021-1753	ISIS (CHICAGO, ILL.)	A2	Atualizado
2090-6072	ISRN NANOTECHNOLOGY	C	Atualizado
2414-3146	IUCRDATA	B4	Atualizado
1864-063X	J BIOPHOTONICS	A1	Atualizado
0260-437X	JAT. JOURNAL OF APPLIED TOXICOLOGY	A2	Atualizado
0949-8257	JBIC. JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY (PRINT)	A2	Atualizado
0021-3640	JETP LETTERS	A4	Atualizado
1807-1953	JICS. JOURNAL OF INTEGRATED CIRCUITS AND SYSTEMS (IMPRESSO)	A4	Atualizado
0952-3499	JMR. JOURNAL OF MOLECULAR RECOGNITION	B1	Atualizado
1047-4838	JOM (WARRENDALE)	A2	Atualizado
2169-9003	JORNAL OF GEOPHYSICAL RESEARCH: EARTH SURFACE	A2	Atualizado
1677-7301	JORNAL VASCULAR BRASILEIRO	B3	Atualizado
0021-7824	JOURNAL DE MATHÉMATIQUES PURES ET APPLIQUÉES	A1	Atualizado
1538-0254	JOURNAL JOURNAL OF BIOMOLECULAR STRUCTURE AND DYNAMICS	C	Atualizado
1461-5185	JOURNAL OF ADHESIVE DENTISTRY	A1	Atualizado
2226-4108	JOURNAL OF ADVANCED CERAMICS	A2	Atualizado
2010-135X	JOURNAL OF ADVANCED DIELECTRICS	B1	Atualizado
2347-3487	JOURNAL OF ADVANCES IN PHYSICS	C	Atualizado
2175-9146	JOURNAL OF AEROSPACE TECHNOLOGY AND MANAGEMENT (ONLINE)	B1	Atualizado
0021-8561	JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY	A1	Atualizado
1916-9752	JOURNAL OF AGRICULTURAL SCIENCE	B3	Atualizado
1916-9760	JOURNAL OF AGRICULTURAL SCIENCE	B3	Atualizado
2166-0379	JOURNAL OF AGRICULTURAL STUDIES	B4	Atualizado
0091-6749	JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY	A1	Atualizado
0925-8388	JOURNAL OF ALLOYS AND COMPOUNDS	A1	Atualizado
2161-0460	JOURNAL OF ALZHEIMERS DISEASE & PARKINSONISM	C	Atualizado
0165-2370	JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS (PRINT)	A2	Atualizado
0267-9477	JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY (PRINT)	A1	Atualizado
2334-2420	JOURNAL OF ANTHROPOLOGY AND ARCHAEOLOGY (IMPRESSO)	C	Atualizado
0305-7453	JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY (PRINT)	A1	Atualizado
0021-8839	JOURNAL OF APICULTURAL RESEARCH	A3	Atualizado
2572-8466	JOURNAL OF APPLIED BIOTECHNOLOGY AND BIOENGINEERING	C	Atualizado
1526-9914	JOURNAL OF APPLIED CLINICAL MEDICAL PHYSICS	A4	Atualizado
1600-5767	JOURNAL OF APPLIED CRYSTALLOGRAPHY	A2	Atualizado
0021-8898	JOURNAL OF APPLIED CRYSTALLOGRAPHY	A2	Atualizado
0021-891X	JOURNAL OF APPLIED ELECTROCHEMISTRY	A2	Atualizado
0926-9851	JOURNAL OF APPLIED GEOPHYSICS	A2	Atualizado
2394-1103	JOURNAL OF APPLIED LIFE SCIENCES INTERNATIONAL	B4	Atualizado
1865-2085	JOURNAL OF APPLIED MATHEMATICS AND COMPUTING	A4	Atualizado
2327-4352	JOURNAL OF APPLIED MATHEMATICS AND PHYSICS	C	Atualizado
1558-8424	JOURNAL OF APPLIED METEOROLOGY AND CLIMATOLOGY	A3	Atualizado
1364-5072	JOURNAL OF APPLIED MICROBIOLOGY (PRINT)	A3	Atualizado
2164-6457	JOURNAL OF APPLIED NONLINEAR DYNAMICS	B2	Atualizado
1678-7765	JOURNAL OF APPLIED ORAL SCIENCE (ONLINE)	A2	Atualizado
1361-6463	JOURNAL OF APPLIED PHYSICS	A2	Atualizado
0021-8979	JOURNAL OF APPLIED PHYSICS	A1	Atualizado
1097-4628	JOURNAL OF APPLIED POLYMER SCIENCE (ONLINE)	A1	Atualizado
0021-8995	JOURNAL OF APPLIED POLYMER SCIENCE (PRINT)	A1	Atualizado
1931-3195	JOURNAL OF APPLIED REMOTE SENSING	A3	Atualizado
0021-9037	JOURNAL OF APPLIED SPECTROSCOPY	B3	Atualizado
0189-8779	JOURNAL OF AQUATIC SCIENCE	C	Atualizado
2352-409X	JOURNAL OF ARCHEOLOGICAL SCIENCE: REPORTS	A1	Atualizado
1226-8615	JOURNAL OF ASIA PACIFIC ENTOMOLOGY	A4	Atualizado
2251-1717	JOURNAL OF ASTRONOMICAL INSTRUMENTATION	A3	Atualizado
1364-6826	JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS	A4	Atualizado
2349-6088	JOURNAL OF ATOMIC, MOLECULAR, CONDENSATE & NANO PHYSICS	C	Atualizado
1098-5530	JOURNAL OF BACTERIOLOGY	A3	Atualizado
2198-4220	JOURNAL OF BIO- AND TRIBO-CORROSION	A2	Atualizado
1083-351X	JOURNAL OF BIOLOGICAL CHEMISTRY	A1	Atualizado
0021-9266	JOURNAL OF BIOLOGICAL EDUCATION	A2	Atualizado
0092-0606	JOURNAL OF BIOLOGICAL PHYSICS (PRINT)	B1	Atualizado
0218-3390	JOURNAL OF BIOLOGICAL SYSTEMS	A4	Atualizado
0885-3282	JOURNAL OF BIOMATERIALS APPLICATIONS	A3	Atualizado
0920-5063	JOURNAL OF BIOMATERIALS SCIENCE. POLYMER ED. (PRINT)	A3	Atualizado
1549-3296	JOURNAL OF BIOMEDICAL MATERIALS RESEARCH. PART A	A1	Atualizado
1552-4965	JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A	A1	Atualizado
1552-4973	JOURNAL OF BIOMEDICAL MATERIALS RESEARCH. PART B, APPLIED BIOMATERIALS	A3	Atualizado
1550-7033	JOURNAL OF BIOMEDICAL NANOTECHNOLOGY	A1	Atualizado
1083-3668	JOURNAL OF BIOMEDICAL OPTICS	A2	Atualizado
0925-2738	JOURNAL OF BIOMOLECULAR NMR	A2	Atualizado
0739-1102	JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS	C	Atualizado
1864-0648	JOURNAL OF BIOPHOTONICS	A1	Atualizado
2153-0378	JOURNAL OF BIOPHYSICAL CHEMISTRY (ONLINE)	C	Atualizado
0914-8779	JOURNAL OF BONE AND MINERAL METABOLISM (ENGLISH ED. PRINT)	A4	Atualizado
2352-7102	JOURNAL OF BUILDING ENGINEERING	A1	Atualizado
1948-5956	JOURNAL OF CANCER SCIENCE & THERAPY	B2	Atualizado
0021-9517	JOURNAL OF CATALYSIS (PRINT)	A1	Atualizado
1557-5969	JOURNAL OF CELLULAR AUTOMATA	B1	Atualizado
0021-9541	JOURNAL OF CELLULAR PHYSIOLOGY (PRINT)	A1	Atualizado
0271-678X	JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM	A1	Atualizado
0021-9584	JOURNAL OF CHEMICAL EDUCATION	A1	Atualizado
2446-9416	JOURNAL OF CHEMICAL ENGINEERING AND CHEMISTRY	B2	Atualizado
1549-9596	JOURNAL OF CHEMICAL INFORMATION AND MODELING	A1	Atualizado
1549-960X	JOURNAL OF CHEMICAL INFORMATION AND MODELING (ONLINE)	A1	Atualizado
0891-0618	JOURNAL OF CHEMICAL NEUROANATOMY	B2	Atualizado
0974-3626	JOURNAL OF CHEMICAL SCIENCES (BANGALORE)	A4	Atualizado
1549-9618	JOURNAL OF CHEMICAL THEORY AND COMPUTATION	A1	Atualizado
0021-9614	JOURNAL OF CHEMICAL THERMODYNAMICS	A2	Atualizado
0959-6526	JOURNAL OF CLEANER PRODUCTION	A1	Atualizado
1989-5488	JOURNAL OF CLINICAL AND EXPERIMENTAL DENTISTRY	A4	Atualizado
2582-4333	JOURNAL OF CLINICAL AND MEDICAL RESEARCH	B4	Atualizado
0363-8855	JOURNAL OF CLINICAL ENGINEERING	A4	Atualizado
0732-183X	JOURNAL OF CLINICAL ONCOLOGY	A1	Atualizado
1040-7278	JOURNAL OF CLUSTER SCIENCE	A3	Atualizado
1551-5036	JOURNAL OF COASTAL RESEARCH	B1	Atualizado
1547-0091	JOURNAL OF COATINGS TECHNOLOGY AND RESEARCH	A4	Atualizado
0021-9797	JOURNAL OF COLLOID AND INTERFACE SCIENCE (PRINT)	A1	Atualizado
2051-1310	JOURNAL OF COMPLEX NETWORKS	A2	Atualizado
0021-9983	JOURNAL OF COMPOSITE MATERIALS	A3	Atualizado
2504-477X	JOURNAL OF COMPOSITES SCIENCES	B3	Atualizado
1555-1423	JOURNAL OF COMPUTATIONAL AND NONLINEAR DYNAMICS (ONLINE)	B1	Atualizado
1546-1955	JOURNAL OF COMPUTATIONAL AND THEORETICAL NANOSCIENCE	B3	Atualizado
0192-8651	JOURNAL OF COMPUTATIONAL CHEMISTRY	A1	Atualizado
1569-8025	JOURNAL OF COMPUTATIONAL ELECTRONICS (PRINT)	A4	Atualizado
1983-8409	JOURNAL OF COMPUTATIONAL INTERDISCIPLINARY SCIENCES	B3	Atualizado
0021-9991	JOURNAL OF COMPUTATIONAL PHYSICS (PRINT)	A1	Atualizado
0920-654X	JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN	A2	Atualizado
1526-3711	JOURNAL OF CONTEMPORARY DENTAL PRACTICE	B2	Atualizado
0168-3659	JOURNAL OF CONTROLLED RELEASE	A1	Atualizado
0095-8972	JOURNAL OF COORDINATION CHEMISTRY (PRINT)	A4	Atualizado
1476-4172	JOURNAL OF COSMETIC AND LASER THERAPY (PRINT)	A4	Atualizado
1475-7516	JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS	A1	Atualizado
2212-9820	JOURNAL OF CO2 UTILIZATION	A1	Atualizado
0022-0248	JOURNAL OF CRYSTAL GROWTH	A3	Atualizado
1296-2074	JOURNAL OF CULTURAL HERITAGE	A1	Atualizado
0022-0299	JOURNAL OF DAIRY RESEARCH (PRINT)	A2	Atualizado
2008-2118	JOURNAL OF DENTAL RESEARCH, DENTAL CLINICS, DENTAL PROSPECTS	B3	Atualizado
0022-0345	JOURNAL OF DENTAL RESEARCH (PRINT)	A1	Atualizado
0300-5712	JOURNAL OF DENTISTRY (BRISTON)	A1	Atualizado
0923-1811	JOURNAL OF DERMATOLOGICAL SCIENCE (AMSTERDAM)	A1	Atualizado
2314-6745	JOURNAL OF DIABETES RESEARCH	A3	Atualizado
1618-727X	JOURNAL OF DIGITAL IMAGING (INTERNET)	A2	Atualizado
0193-2691	JOURNAL OF DISPERSION SCIENCE AND TECHNOLOGY	A4	Atualizado
1773-2247	JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY	A3	Atualizado
1061-186X	JOURNAL OF DRUG TARGETING (PRINT)	A2	Atualizado
0976-9919	JOURNAL OF ECOLOGY AND ENVIRONMENTAL SCIENCES	C	Atualizado
0022-0493	JOURNAL OF ECONOMIC ENTOMOLOGY	A2	Atualizado
1873-2569	JOURNAL OF ELECTROANALYTICAL CHEMISTRY	A2	Atualizado
1572-6657	JOURNAL OF ELECTROANALYTICAL CHEMISTRY	A2	Atualizado
1847-9286	JOURNAL OF ELECTROANALYTICAL SCIENCE AND ENGINEERING	B2	Atualizado
1385-3449	JOURNAL OF ELECTROCERAMICS	A2	Atualizado
0920-5071	JOURNAL OF ELECTROMAGNETIC WAVES AND APPLICATIONS (PRINT)	A4	Atualizado
0368-2048	JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA (PRINT)	A4	Atualizado
0361-5235	JOURNAL OF ELECTRONIC MATERIALS	A3	Atualizado
0304-3886	JOURNAL OF ELECTROSTATICS	A3	Atualizado
0099-2399	JOURNAL OF ENDODONTICS	A1	Atualizado
0733-9402	JOURNAL OF ENERGY ENGINEERING	A3	Atualizado
1816-949X	JOURNAL OF ENGINEERING AND APPLIED SCIENCES (FAISALABAD. PRINT)	B3	Atualizado
2447-0228	JOURNAL OF ENGINEERING AND TECHNOLOGY FOR INDUSTRIAL APPLICATIONS	C	Atualizado
0733-9399	JOURNAL OF ENGINEERING MECHANICS	A2	Atualizado
1062-0125	JOURNAL OF ENGINEERING PHYSICS AND THERMOPHYSICS	B1	Atualizado
2213-3437	JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING	A2	Atualizado
0301-4797	JOURNAL OF ENVIRONMENTAL MANAGEMENT	A1	Atualizado
2152-2197	JOURNAL OF ENVIRONMENTAL PROTECTION (PRINT)	A4	Atualizado
0265-931X	JOURNAL OF ENVIRONMENTAL RADIOACTIVITY	A3	Atualizado
2162-5301	JOURNAL OF ENVIRONMENTAL SCIENCE AND ENGINEERING A (ONLINE)	B3	Atualizado
2162-5263	JOURNAL OF ENVIRONMENTAL SCIENCE AND ENGINEERING B	C	Atualizado
0360-1234	JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH. PART B. PESTICIDES, FOOD CONTAMINANTS, AND AGRICULTURAL WASTES	B1	Atualizado
1475-6366	JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY (PRINT)	A1	Atualizado
1496-4155	JOURNAL OF ESTHETIC AND RESTORATIVE DENTISTRY	A3	Atualizado
0289-0771	JOURNAL OF ETHOLOGY	A3	Atualizado
1756-5391	JOURNAL OF EVIDENCE-BASED MEDICINE	A3	Atualizado
1063-7761	JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS (PRINT)	B1	Atualizado
2595-1106	JOURNAL OF EXPERIMENTAL TECHNIQUES AND INSTRUMENTATION	B4	Atualizado
1547-7029	JOURNAL OF FAILURE ANALYSIS AND PREVENTION	B1	Atualizado
0022-1120	JOURNAL OF FLUID MECHANICS (PRINT)	A1	Atualizado
0022-1139	JOURNAL OF FLUORINE CHEMISTRY	A4	Atualizado
1459-0263	JOURNAL OF FOOD, AGRICULTURE AND ENVIRONMENT (ONLINE)	C	Atualizado
2333-1240	JOURNAL OF FOOD AND NUTRITION RESEARCH	B2	Atualizado
0260-8774	JOURNAL OF FOOD ENGINEERING	A1	Atualizado
2051-7734	JOURNAL OF FOOD ENGINEERING AND TECHNOLOGY	B4	Atualizado
0145-8876	JOURNAL OF FOOD PROCESS ENGINEERING	A4	Atualizado
1745-4530	JOURNAL OF FOOD PROCESS ENGINEERING	A4	Atualizado
0145-8892	JOURNAL OF FOOD PROCESSING AND PRESERVATION	A4	Atualizado
1745-4549	JOURNAL OF FOOD PROCESSING AND PRESERVATION	A4	Atualizado
0022-1155	JOURNAL OF FOOD SCIENCE AND TECHNOLOGY	A3	Atualizado
0975-8402	JOURNAL OF FOOD SCIENCE AND TECHNOLOGY	A3	Atualizado
0022-1198	JOURNAL OF FORENSIC SCIENCES	A4	Atualizado
2079-4983	JOURNAL OF FUNCTIONAL BIOMATERIALS	A3	Atualizado
0815-9319	JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY	A3	Atualizado
0022-1317	JOURNAL OF GENERAL VIROLOGY (PRINT)	A2	Atualizado
1941-4889	JOURNAL OF GEOMETRIC MECHANICS	B1	Atualizado
2169-897X	JOURNAL OF GEOPHYSICAL RESEARCH: ATMOSPHERES (IMPRESSO)	A1	Atualizado
2169-9100	JOURNAL OF GEOPHYSICAL RESEARCH: PLANETS	A3	Atualizado
2169-9380	JOURNAL OF GEOPHYSICAL RESEARCH: SPACE PHYSICS	A2	Atualizado
2169-9402	JOURNAL OF GEOPHYSICAL RESEARCH: SPACE PHYSICS (ON LINE)	A2	Atualizado
1742-2132	JOURNAL OF GEOPHYSICS AND ENGINEERING (PRINT)	A3	Atualizado
2213-7165	JOURNAL OF GLOBAL ANTIMICROBIAL RESISTANCE	A3	Atualizado
0731-5090	JOURNAL OF GUIDANCE, CONTROL, AND DYNAMICS (PRINT)	A1	Atualizado
0304-3894	JOURNAL OF HAZARDOUS MATERIALS (PRINT)	A1	Atualizado
2175-4411	JOURNAL OF HEALTH INFORMATICS	A4	Atualizado
0022-149X	JOURNAL OF HELMINTHOLOGY (PRINT)	A2	Atualizado
0022-1511	JOURNAL OF HERPETOLOGY	A3	Atualizado
0022-152X	JOURNAL OF HETEROCYCLIC CHEMISTRY	B2	Atualizado
2214-4048	JOURNAL OF HIGH ENERGY ASTROPHYSICS	A3	Atualizado
2380-4335	JOURNAL OF HIGH ENERGY PHYSICS, GRAVITATION AND COSMOLOGY	C	Atualizado
1084-0699	JOURNAL OF HYDROLOGIC ENGINEERING	A3	Atualizado
0022-1694	JOURNAL OF HYDROLOGY (AMSTERDAM)	A1	Atualizado
1698-6180	JOURNAL OF IBERIAN GEOLOGY	A4	Atualizado
1388-3127	JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY	A4	Atualizado
1751-1577	JOURNAL OF INFORMETRICS	A1	Atualizado
1662-8128	JOURNAL OF INNATE IMMUNITY	A2	Atualizado
1574-1443	JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS (PRINT)	A3	Atualizado
0162-0134	JOURNAL OF INORGANIC BIOCHEMISTRY	A2	Atualizado
1748-0221	JOURNAL OF INSTRUMENTATION	A3	Atualizado
1872-0234	JOURNAL OF INTEGRATED CIRCUITS AND SYSTEMS	A4	Atualizado
2041-1618	JOURNAL OF INVESTIGATIVE AND CLINICAL DENTISTRY (PRINT)	A2	Atualizado
0022-202X	JOURNAL OF INVESTIGATIVE DERMATOLOGY	A1	Atualizado
1018-3647	JOURNAL OF KING SAUD UNIVERSITY - SCIENCE	A3	Atualizado
2331-7469	JOURNAL OF LABORATORY CHEMICAL EDUCATION (ONLINE)	C	Atualizado
1042-346X	JOURNAL OF LASER APPLICATIONS	A4	Atualizado
1934-7391	JOURNAL OF LIFE SCIENCES	B2	Atualizado
0733-8724	JOURNAL OF LIGHTWAVE TECHNOLOGY (PRINT)	A1	Atualizado
0022-2291	JOURNAL OF LOW TEMPERATURE PHYSICS	A4	Atualizado
0022-2313	JOURNAL OF LUMINESCENCE	A2	Atualizado
1090-7807	JOURNAL OF MAGNETIC RESONANCE (SAN DIEGO, CALIF. 1997: PRINT)	A2	Atualizado
0304-8853	JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS	A2	Atualizado
1076-5174	JOURNAL OF MASS SPECTROMETRY (PRINT)	B1	Atualizado
1438-4957	JOURNAL OF MATERIAL CYCLES AND WASTE MANAGEMENT (PRINT)	A3	Atualizado
0959-9428	JOURNAL OF MATERIALS CHEMISTRY	A1	Atualizado
2050-7488	JOURNAL OF MATERIALS CHEMISTRY A	A1	Atualizado
2050-750X	JOURNAL OF MATERIALS CHEMISTRY B	A1	Atualizado
2050-7526	JOURNAL OF MATERIALS CHEMISTRY C	A1	Atualizado
1059-9495	JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE (PRINT)	A3	Atualizado
0899-1561	JOURNAL OF MATERIALS IN CIVIL ENGINEERING	A2	Atualizado
0884-2914	JOURNAL OF MATERIALS RESEARCH	A2	Atualizado
2238-7854	JOURNAL OF MATERIALS RESEARCH AND TECHNOLOGY	A1	Atualizado
0022-2461	JOURNAL OF MATERIALS SCIENCE	A1	Atualizado
1573-4803	JOURNAL OF MATERIALS SCIENCE (DORDRECHT. ONLINE)	A1	Atualizado
0957-4522	JOURNAL OF MATERIALS SCIENCE. MATERIALS IN ELECTRONICS	A3	Atualizado
0957-4530	JOURNAL OF MATERIALS SCIENCE. MATERIALS IN MEDICINE	A2	Atualizado
0022-247X	JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS (PRINT)	A3	Atualizado
0259-9791	JOURNAL OF MATHEMATICAL CHEMISTRY	A4	Atualizado
0924-9907	JOURNAL OF MATHEMATICAL IMAGING AND VISION	A1	Atualizado
0022-2488	JOURNAL OF MATHEMATICAL PHYSICS	A4	Atualizado
0022-2615	JOURNAL OF MEDICAL MICROBIOLOGY	A4	Atualizado
0971-6203	JOURNAL OF MEDICAL PHYSICS	B2	Atualizado
0022-2623	JOURNAL OF MEDICINAL CHEMISTRY	A1	Atualizado
1057-7157	JOURNAL OF MICROELECTROMECHANICAL SYSTEMS	A2	Atualizado
2179-1074	JOURNAL OF MICROWAVES, OPTOELECTRONICS AND ELECTROMAGNETIC APPLICATIONS	A4	Atualizado
0950-0340	JOURNAL OF MODERN OPTICS (PRINT)	A4	Atualizado
2153-1196	JOURNAL OF MODERN PHYSICS	B2	Atualizado
2153-120X	JOURNAL OF MODERN PHYSICS	B2	Atualizado
0022-2836	JOURNAL OF MOLECULAR BIOLOGY	A1	Atualizado
1093-3263	JOURNAL OF MOLECULAR GRAPHICS & MODELLING	A3	Atualizado
0167-7322	JOURNAL OF MOLECULAR LIQUIDS (PRINT)	A1	Atualizado
0948-5023	JOURNAL OF MOLECULAR MODELING (ONLINE)	A4	Atualizado
1610-2940	JOURNAL OF MOLECULAR MODELING (PRINT)	A4	Atualizado
1099-1352	JOURNAL OF MOLECULAR RECOGNITION	B1	Atualizado
0022-2852	JOURNAL OF MOLECULAR SPECTROSCOPY (PRINT)	A3	Atualizado
0022-2860	JOURNAL OF MOLECULAR STRUCTURE (PRINT)	A3	Atualizado
2458-9403	JOURNAL OF MULTIDISCIPLINARY ENGINEERING SCIENCE AND TECHNOLOGY	C	Atualizado
2572-3243	JOURNAL OF MUSCULOSKELETAL DISORDERS AND TREATMENT	B4	Atualizado
1477-3155	JOURNAL OF NANOBIOTECHNOLOGY	A1	Atualizado
2169-432X	JOURNAL OF NANOFLUIDS	A4	Atualizado
1687-4129	JOURNAL OF NANOMATERIALS	A4	Atualizado
1687-4110	JOURNAL OF NANOMATERIALS (PRINT)	A4	Atualizado
1388-0764	JOURNAL OF NANOPARTICLE RESEARCH	A2	Atualizado
1572-896X	JOURNAL OF NANOPARTICLE RESEARCH (ONLINE)	A2	Atualizado
1934-2608	JOURNAL OF NANOPHOTONICS	B1	Atualizado
1533-4880	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY	B2	Atualizado
1687-9503	JOURNAL OF NANOTECHNOLOGY	B1	Atualizado
2377-1372	JOURNAL OF NANOTECHNOLOGY AND MATERIALS SCIENCE	C	Atualizado
0163-3864	JOURNAL OF NATURAL PRODUCTS (PRINT)	A1	Atualizado
1741-2560	JOURNAL OF NEURAL ENGINEERING (PRINT)	A1	Atualizado
0165-0270	JOURNAL OF NEUROSCIENCE METHODS	A4	Atualizado
0022-3093	JOURNAL OF NON-CRYSTALLINE SOLIDS	A1	Atualizado
2590-1591	JOURNAL OF NON-CRYSTALLINE SOLIDS: X	B3	Atualizado
0377-0257	JOURNAL OF NON-NEWTONIAN FLUID MECHANICS (PRINT)	A1	Atualizado
2165-7025	JOURNAL OF NOVEL PHYSIOTHERAPIES	B2	Atualizado
0022-3115	JOURNAL OF NUCLEAR MATERIALS	A1	Atualizado
2321-8649	JOURNAL OF NUCLEAR PHYSICS, MATERIAL SCIENCES, RADIATION AND APPLICATIONS	B3	Atualizado
1687-8450	JOURNAL OF ONCOLOGY	B3	Atualizado
0173-4911	JOURNAL OF OPTICAL COMMUNICATIONS	B2	Atualizado
2040-8978	JOURNAL OF OPTICS	A2	Atualizado
2212-4268	JOURNAL OF ORAL BIOLOGY AND CRANIOFACIAL RESEARCH	A3	Atualizado
0022-3263	JOURNAL OF ORGANIC CHEMISTRY	A1	Atualizado
0022-328X	JOURNAL OF ORGANOMETALLIC CHEMISTRY (PRINT)	A3	Atualizado
2036-413X	JOURNAL OF OSSEOINTEGRATION (TESTO STAMPATO)	B2	Atualizado
1075-2617	JOURNAL OF PEPTIDE SCIENCE (PRINT)	A4	Atualizado
0920-4105	JOURNAL OF PETROLEUM SCIENCE & ENGINEERING	A1	Atualizado
2095-1779	JOURNAL OF PHARMACEUTICAL ANALYSIS	A1	Atualizado
0731-7085	JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS (PRINT)	A2	Atualizado
1872-5120	JOURNAL OF PHARMACEUTICAL INNOVATION	A4	Atualizado
0022-3549	JOURNAL OF PHARMACEUTICAL SCIENCES	A2	Atualizado
2328-2150	JOURNAL OF PHARMACY AND PHARMACOLOGY	C	Atualizado
1547-7037	JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION	A3	Atualizado
1010-6030	JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY. A, CHEMISTRY	A2	Atualizado
1011-1344	JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY. B, BIOLOGY	A1	Atualizado
1389-5567	JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY. C, PHOTOCHEMISTRY REVIEWS (PRINT)	A1	Atualizado
0022-3646	JOURNAL OF PHYCOLOGY	A2	Atualizado
